Address,CityOrCounty,State,IncidentDate,Latitude,Longitude
5425 Lapalco Boulevard,Marrero,Louisiana,13-Feb-16,30.8956711,-91.67752985
Davis Avenue,Pass Christian,Mississippi,7-Feb-16,30.31886569,-89.23891501
7432 Universal Blvd,Orlando,Florida,7-Feb-16,28.455337,-81.4648862
547 State St,Rochester,New York,7-Feb-16,43.164023,-77.6232616
6500 block of South Green Street,Chicago (Englewood),Illinois,7-Feb-16,40.10756121,-89.1611563
12800 block of Cook Street,Los Angeles,California,6-Feb-16,34.10482229,-118.4110473
10th Street,Apopka,Florida,6-Feb-16,28.14683286,-83.20422736
8123 N Nebraska Ave,Tampa,Florida,6-Feb-16,27.96800236,-82.4763859
1500 block of Butler St. SE,Washington,District of Columbia,3-Feb-16,38.90477236,-77.01628888
67th and Missouri Avenue,Glendale,Arizona,30-Jan-16,33.56725245,-112.2827261
1401 N. George Washington Hwy,Chesapeake,Virginia,27-Jan-16,36.7906509,-76.330292
Airport Way S. and S. Atlantic St.,Seattle,Washington,26-Jan-16,47.62024593,-122.3506866
140 S. D Street,Perris,California,25-Jan-16,33.7846706,-117.2286482
8105 Avalon Blvd,Los Angeles,California,23-Jan-16,34.10482229,-118.4110473
Ditchley Road and Gill Lane,Ware Neck (Gloucester Courthouse),Virginia,17-Jan-16,37.64882817,-78.70157159
900 block of Brown Street,Wilmington,Delaware,11-Jan-16,39.06278721,-75.43669486
1700 East Capitol Street Northeast,Washington,District of Columbia,8-Jan-16,38.8904101,-76.9796866
1500 block of South Kedzie,Chicago,Illinois,8-Jan-16,41.83861021,-87.68661087
3800 block of Kerwood Avenue,Memphis,Tennessee,7-Jan-16,35.10520292,-89.97735447
2312 East Magnolia Street,Lakeland,Florida,6-Jan-16,27.9572212,-81.94959571
13000 block of Anchor Village,Clearlake Oaks,California,23-Oct-17,39.02190323,-122.6591908
Wethersfield Avenue and Elliott Street,Hartford,Connecticut,22-Oct-17,41.76607064,-72.68340124
1606 19th St Sw,Lanett,Alabama,22-Oct-17,32.85787653,-85.20770186
164 E Eubanks St,Jacksonville,Florida,21-Oct-17,30.4846944,-81.6221989
1277 12th Ave S,Nashville,Tennessee,21-Oct-17,36.1412702,-86.7885589
1200 block of W Carlas Ln,Chester,Pennsylvania,21-Oct-17,39.84562785,-75.37183417
400 Block of E Nordica St,Tampa,Florida,21-Oct-17,27.96800236,-82.4763859
2111 Emmorton Park Rd,Edgewood,Maryland,18-Oct-17,39.4520149,-76.3099932
181 Martense St,Brooklyn,New York,17-Oct-17,40.63439283,-73.95026864
5th Street,Meridian,Mississippi,16-Oct-17,32.38453325,-88.68968173
6233 Gulfton St,Houston,Texas,15-Oct-17,29.7804724,-95.3863425
107th Ave and Camelback Rd,Phoenix,Arizona,15-Oct-17,33.5721625,-112.0879662
6 Asbury Ct,Aliso Viejo,California,12-Oct-17,33.57793525,-117.7299521
15497 SR 93,Pedro,Ohio,11-Oct-17,40.42858964,-82.70242359
25th St and Treat Ave,San Francisco,California,10-Oct-17,37.75971499,-122.6939756
3352 Old Spanish Trail,Houston,Texas,9-Oct-17,29.70117735,-95.37216179
87th Ave and Thomas Rd,Phoenix,Arizona,7-Oct-17,33.5721625,-112.0879662
8000 block of S Marshfield,Chicago,Illinois,6-Oct-17,41.83861021,-87.68661087
400 block of W 13th Street,Casa Grande,Arizona,5-Oct-17,34.31047454,-111.7691584
2051 NW 65th St,Miami,Florida,3-Oct-17,25.77525637,-80.20885121
1000 block of Massachusetts St,Lawrence,Kansas,1-Oct-17,38.95989376,-95.26268699
3950 Las Vegas Blvd S,Las Vegas,Nevada,1-Oct-17,36.23168002,-115.068118
800 block of Kerr Avenue,Memphis,Tennessee,30-Sep-17,35.10520292,-89.97735447
2001 N Rocheblave St,New Orleans,Louisiana,28-Sep-17,29.9815149,-90.0648263
2531 Chelsea Ave,Memphis,Tennessee,26-Sep-17,35.1742161,-89.972807
3200 block of Lyndale Ave,Baltimore,Maryland,26-Sep-17,39.30097988,-76.61064805
100 block of Pastorius St,Philadelphia,Pennsylvania,26-Sep-17,40.00763806,-75.1339627
500 block of E. Patapsco Avenue,Baltimore,Maryland,24-Sep-17,39.23545018,-76.63677351
6000 block of Hoover Dr,Mays Landing,New Jersey,24-Sep-17,39.45272733,-74.72389835
3890 Pin Hook Rd,Antioch,Tennessee,24-Sep-17,35.85185663,-86.27777991
1226 E Fayette St,Syracuse,New York,24-Sep-17,42.6687355,-75.44096178
Seminary St and Jackson St,Danville,Illinois,23-Sep-17,40.14209413,-87.61195
818 Real Rd,Bakersfield,California,23-Sep-17,35.3657621,-119.0430392
4300 block of 23rd Ct,Gary,Indiana,20-Sep-17,41.59560282,-87.3452059
5000 block of Stanton Street,Detroit,Michigan,17-Sep-17,41.93132091,-83.3292499
300 Mistletoe St,Petersburg,Virginia,17-Sep-17,37.2041781,-77.39145148
920 Lady Street,Columbia,South Carolina,16-Sep-17,34.0297833,-80.8965664
14626 S Jackson Rd,Rockford,Washington,13-Sep-17,47.51952797,-117.1970879
400 block of S Duke St,York,Pennsylvania,13-Sep-17,39.96510038,-76.73153121
3100 block of N 2nd St,Philadelphia,Pennsylvania,13-Sep-17,40.00763806,-75.1339627
1000 block of Morehead St,Memphis,Tennessee,13-Sep-17,35.10520292,-89.97735447
2101 N Claiborne Ave,New Orleans,Louisiana,10-Sep-17,29.9736897,-90.0583597
1712 West Spring Creek Parkway,Plano,Texas,10-Sep-17,33.0565222,-96.7275987
Kings Bend Road,Selma,Alabama,9-Sep-17,32.41659706,-87.03358936
2700 block of Madison,Chicago,Illinois,6-Sep-17,41.83861021,-87.68661087
1000 block of Bellwood Ave,Bellwood,Illinois,4-Sep-17,41.8829027,-87.87617179
10100 block of S Firmona Ave,Inglewood,California,3-Sep-17,33.95657481,-118.3444449
8008 Watterson Trail,Louisville,Kentucky,2-Sep-17,38.1780769,-85.6667077
8300 block of S Hermitage,Chicago,Illinois,2-Sep-17,41.83861021,-87.68661087
701 N Main St,Clovis,New Mexico,28-Aug-17,34.43718771,-103.1915911
7760 24th St,Sacramento,California,27-Aug-17,38.56663215,-121.4682998
1127 Chestnut St,Evansville,Indiana,27-Aug-17,37.98671582,-87.53827073
1600 NE 8th Ave,Gainesville,Florida,25-Aug-17,29.68181393,-82.34535799
10400 block of Balmoral Dr,Saint Louis,Missouri,24-Aug-17,38.30885939,-92.50820581
300 block of N Central Ave,Chicago,Illinois,22-Aug-17,41.83861021,-87.68661087
Fabyan Place,Newark,New Jersey,21-Aug-17,40.72417185,-74.17242155
700 block of S 19th St,Newark,New Jersey,21-Aug-17,40.72417185,-74.17242155
Cottage Avenue and Park Heights Avenue,Baltimore,Maryland,21-Aug-17,39.23545018,-76.63677351
980 Fishing Creek Rd,Whitakers,North Carolina,21-Aug-17,36.10574633,-77.71308725
262 Decatur St,Memphis,Tennessee,21-Aug-17,35.1471495,-90.0259674
11901 S Loomis St,Chicago,Illinois,20-Aug-17,41.83861021,-87.68661087
100th St and Ave M,Brooklyn,New York,20-Aug-17,40.63439283,-73.95026864
11143 Superior Ave,Cleveland,Ohio,19-Aug-17,41.5226399,-81.60758
Merritt Ave and 15th St,Wyandanch,New York,16-Aug-17,40.74674088,-73.37693842
Morrison St and Klump Ave,North Hollywood,California,14-Aug-17,37.24004903,-119.5032355
4000 Block of Martin Luther King Jr Blvd,Sacramento,California,13-Aug-17,38.56663215,-121.4682998
8700 block of Quay Rd,Suffolk,Virginia,13-Aug-17,36.70178203,-76.63409891
39th St and Melon St,Philadelphia,Pennsylvania,13-Aug-17,40.00763806,-75.1339627
12310 Bellefontaine Rd,Saint Louis,Missouri,12-Aug-17,38.7964818,-90.2124474
1 block of East 37th Street,Chicago,Illinois,8-Aug-17,41.83861021,-87.68661087
Wickham Ave,Bronx,New York,6-Aug-17,40.84911597,-73.85295233
Unionport Rd,Bronx,New York,6-Aug-17,40.84911597,-73.85295233
1000 block of 106th Avenue,Oakland,California,6-Aug-17,37.77108878,-122.2249767
900 block of Brook Road,Lakewood,New Jersey,5-Aug-17,40.09425254,-74.21175994
300 block of Ellis St,Allendale,South Carolina,5-Aug-17,33.00804698,-81.30916418
1939 W Tennessee St,Tallahassee,Florida,5-Aug-17,30.45489511,-84.25264599
200 block of North Helen Street,Lodge Grass,Montana,4-Aug-17,46.91471155,-109.7498422
3426 18th St NE,Washington,District of Columbia,3-Aug-17,38.9327427,-76.9799763
900 block of N Broadway,Baltimore,Maryland,2-Aug-17,39.30097988,-76.61064805
8000 Block of Lateral C Rd,Toppenish,Washington,1-Aug-17,46.38055516,-120.312477
Mariposa St and A St,Fresno,California,1-Aug-17,36.7826736,-119.794492
800 block of N Monticello Ave,Chicago,Illinois,1-Aug-17,41.83861021,-87.68661087
Jasper St and Main St,Decatur,Illinois,31-Jul-17,39.85565673,-88.93382251
1500 block of Azalea Garden Rd,Norfolk,Virginia,30-Jul-17,36.92334179,-76.24561422
1810 George Dieter Dr,El Paso,Texas,30-Jul-17,31.8491633,-106.4326601
200 block of Carl St,Buffalo,New York,29-Jul-17,42.89225205,-78.85941404
115 W Fisher St,Salisbury,North Carolina,29-Jul-17,35.6668266,-80.4716035
400 block of N Washington St,Wilmington,Delaware,28-Jul-17,39.06278721,-75.43669486
2000 block of E 71st St,Chicago,Illinois,27-Jul-17,41.83861021,-87.68661087
2111 E. Green Drive,High Point,North Carolina,26-Jul-17,35.95333118,-79.98085054
1500 block of East 82nd St,Chicago,Illinois,23-Jul-17,41.83861021,-87.68661087
10360 Ave H,Baton Rouge,Louisiana,23-Jul-17,30.53854345,-91.19707601
130 E Clifton Ave,Cincinnati,Ohio,22-Jul-17,39.11601104,-84.51427555
2300 block of Bethel St,Richmond,Virginia,19-Jul-17,37.64882817,-78.70157159
Imperial Hwy and Broadway,Los Angeles,California,19-Jul-17,34.10482229,-118.4110473
Hewitt St and Division St,Trenton,New Jersey,18-Jul-17,40.223729,-74.76399433
3000 Block of N 39th St,Milwaukee,Wisconsin,18-Jul-17,43.0641114,-87.96721631
NW Grand Ave and W Thunderbird Rd,El Mirage,Arizona,18-Jul-17,33.59030434,-112.3269728
21st and Fitzwater,Philadelphia,Pennsylvania,15-Jul-17,40.00763806,-75.1339627
12200 block of S Throop St,Chicago,Illinois,15-Jul-17,41.83861021,-87.68661087
500 block Sturgeon Rd,Lawrenceville,Virginia,9-Jul-17,36.75650138,-77.85387344
700 block of Oakwood,Alton,Illinois,8-Jul-17,38.90330408,-90.15232955
9917 Capstan Dr,Cincinnati,Ohio,8-Jul-17,39.14291321,-84.50366914
Eighth Ave,Meridian,Mississippi,6-Jul-17,32.54859599,-88.60914336
Jefferson Street and West St. Julian Street,Savannah,Georgia,5-Jul-17,32.02831938,-81.17815866
11000 block of S Eberhart,Chicago (Roseland),Illinois,5-Jul-17,40.10756121,-89.1611563
300 block of Russell Rd,Madison,Maine,5-Jul-17,44.80031154,-69.86554362
501 W Lancaster Rd,Orlando (Pine Castle),Florida,4-Jul-17,28.14683286,-83.20422736
500 block of Patterson Ave,Hampton,Virginia,4-Jul-17,37.04872093,-76.29536561
105 E South St,Raleigh,North Carolina,4-Jul-17,35.8302035,-78.6414394
112 US 82,Prattville,Alabama,3-Jul-17,32.4622348,-86.4612644
50 block of Thorpe St,Pontiac,Michigan,3-Jul-17,42.64932157,-83.28780622
Wilkinson Avenue,Jersey City,New Jersey,2-Jul-17,40.12272985,-74.70346139
SC 72 Bypass,Greenwood,South Carolina,2-Jul-17,34.19353047,-82.15404856
2727 S 13000 Rd E,Momence,Illinois,1-Jul-17,40.10756121,-89.1611563
Lincoln Park and Pennsylvania Avenue,Newark,New Jersey,1-Jul-17,40.72417185,-74.17242155
3200 Humboldt Ave,Oakland,California,1-Jul-17,37.77108878,-122.2249767
220 W 6th St,Little Rock,Arkansas,1-Jul-17,34.7435693,-92.2731947
1650 Grand Concourse,Bronx,New York,30-Jun-17,40.84911597,-73.85295233
200 block of S Lotus,Chicago,Illinois,27-Jun-17,41.83861021,-87.68661087
5900 block of Southern Ave SE,Washington,District of Columbia,25-Jun-17,38.90477236,-77.01628888
5000 block of Thekla Ave,Saint Louis,Missouri,25-Jun-17,38.30885939,-92.50820581
2335 NW 16th Ct,Fort Lauderdale,Florida,24-Jun-17,26.14083882,-80.1436977
114th St and Manhattan Ave,New York (Manhattan),New York,24-Jun-17,42.6687355,-75.44096178
Pastoral Lane,Willingboro,New Jersey,24-Jun-17,40.02804204,-74.88813539
1100 block of Osborne Street,Atlanta,Georgia,22-Jun-17,33.76265247,-84.4231419
1900 block of N 14th St,Saint Louis,Missouri,18-Jun-17,38.30885939,-92.50820581
3100 block of Buena Vista Terrace SE,Washington,District of Columbia,18-Jun-17,38.90477236,-77.01628888
3300 block of W Crystal,Chicago,Illinois,18-Jun-17,41.83861021,-87.68661087
311 N Ocean Blvd,Myrtle Beach,South Carolina,18-Jun-17,33.6866518,-78.8853832
6252 Busch Blvd,Columbus,Ohio,17-Jun-17,40.91903272,-84.05946017
1 block of North Latrobe,Chicago,Illinois,17-Jun-17,41.83861021,-87.68661087
491 NM 111,La Madera,New Mexico,15-Jun-17,36.38081236,-106.0420054
4053 Old Brook Road,Richmond,Virginia,15-Jun-17,37.64882817,-78.70157159
14th St. NE and Gibbs Ave. NE,Canton,Ohio,14-Jun-17,40.80815745,-81.36806196
420 E Monroe Ave,Alexandria,Virginia,14-Jun-17,38.8211006,-77.0543053
720 San Bruno,San Francisco,California,14-Jun-17,37.75971499,-122.6939756
3300 block of Ayrdale Avenue,Baltimore,Maryland,13-Jun-17,39.30097988,-76.61064805
1200 block of Bonaparte Avenue,Baltimore,Maryland,13-Jun-17,39.30097988,-76.61064805
Ferguson Ave and Plymouth Ave,Saint Louis (University City),Missouri,13-Jun-17,38.30885939,-92.50820581
3300 block of W Douglas Blvd,Chicago,Illinois,11-Jun-17,41.83861021,-87.68661087
4272 Bonny Oaks Drive,Chattanooga,Tennessee,11-Jun-17,35.0804834,-85.2139137
505 Cypress Station Dr,Houston,Texas,11-Jun-17,30.03065027,-95.43701769
571 East Street,Memphis,Tennessee,10-Jun-17,35.1313422,-90.0314538
East Davis Avenue and New York Avenue,Fort Worth,Texas,9-Jun-17,32.7795423,-97.3463354
3650 Franklin Ave,New Orleans,Louisiana,8-Jun-17,29.9965681,-90.0500205
2232 Alta Canyon Drive,Sandy,Utah,6-Jun-17,40.5715632,-111.8522856
2427 Forsyth Rd,Orlando,Florida,5-Jun-17,28.4158857,-81.2987497
1600 Block of Union Blvd,Saint Louis,Missouri,3-Jun-17,38.30885939,-92.50820581
3717 Tulane Ave,New Orleans,Louisiana,3-Jun-17,29.96692473,-90.10152319
5301 McPherson Rd,Laredo,Texas,2-Jun-17,27.54797743,-99.48684236
89th St and Broadway,Los Angeles,California,2-Jun-17,34.10482229,-118.4110473
Beacon Ave and Lillian Ave,Saint Louis,Missouri,1-Jun-17,38.30885939,-92.50820581
1200 Elliott Dr,Middletown,Ohio,30-May-17,39.50324345,-84.36587572
231 Witherspoon St,Louisville,Kentucky,29-May-17,38.1780769,-85.6667077
100 block of 6th Street South,Phenix City,Alabama,28-May-17,32.4616695,-85.0250208
86 Main Street,Paterson,New Jersey,28-May-17,40.92881636,-74.16794643
6103 Hwy. 63,Moss Point,Mississippi,28-May-17,30.42404368,-88.52887061
318 W 14th St,New York (Manhattan),New York,27-May-17,42.6687355,-75.44096178
100 block of Q Street Northwest,Washington,District of Columbia,27-May-17,38.90477236,-77.01628888
2871 Lee Drive,Bogue Chitto,Mississippi,27-May-17,32.60010548,-89.72682633
2730 NW 167th St,Miami,Florida,26-May-17,25.77525637,-80.20885121
4300 Beaver Dr,Des Moines,Iowa,21-May-17,41.6386437,-93.6789624
441 N Val Vista Dr,Mesa,Arizona,21-May-17,33.4238734,-111.7524867
2100 block of W Huntingdon St,Philadelphia,Pennsylvania,20-May-17,40.00763806,-75.1339627
21785 Lowcountry Hwy,Ruffin,South Carolina,16-May-17,33.85416558,-80.90959195
311 S Main St,Jonesboro,Arkansas,14-May-17,35.82081215,-90.67949917
14112 Chicago Road,Dolton,Illinois,14-May-17,41.62836967,-87.59787695
Hal McRae Blvd and Delaney Ave,Avon Park,Florida,14-May-17,27.59893511,-81.51042965
8600 block of Calmont Ave,Fort Worth,Texas,14-May-17,32.7795423,-97.3463354
300 block of Centre St,Trenton,New Jersey,10-May-17,40.223729,-74.76399433
1900 block of S. Boeke,Kansas City,Kansas,9-May-17,38.49058144,-98.35318177
2600 block of 46th Pl,Chicago,Illinois,7-May-17,41.83861021,-87.68661087
600 block of Copeman Boulevard,Flint,Michigan,4-May-17,43.02363394,-83.69206403
1566 West 24th Street,Jacksonville,Florida,2-May-17,30.3585335,-81.6820297
3200 block of Reynolds Ave,Dallas,Texas,1-May-17,32.79464486,-96.76633721
4104 SW 28th,Topeka,Kansas,30-Apr-17,39.0161071,-95.72802765
1200 Ken Knight Dr N,Jacksonville,Florida,30-Apr-17,30.27926997,-81.37452585
268 N Sea Green Rd,Loris,South Carolina,30-Apr-17,34.0574721,-78.88771748
9080 Judicial Dr,San Diego,California,30-Apr-17,32.81689046,-117.1333353
12800 block of Kitchen House Way,Germantown,Maryland,29-Apr-17,38.96206028,-77.00581636
Murchison St and Lancaster Ave,Los Angeles (Boyle Heights),California,29-Apr-17,37.24004903,-119.5032355
3800 block of 26th Avenue,Sacramento,California,29-Apr-17,38.56663215,-121.4682998
10000 block of Carmentia Rd,Whittier,California,29-Apr-17,33.96785668,-118.0188036
2000 Block of N Nestor Ave,Compton,California,29-Apr-17,33.89316026,-118.2256332
200 block of 18th St,Virginia Beach,Virginia,29-Apr-17,36.77783612,-76.01637024
5 E 21st St,Chester,Pennsylvania,28-Apr-17,40.89023896,-78.22929368
1100 block of S Orange Ave,Newark,New Jersey,27-Apr-17,40.72417185,-74.17242155
SW 264th St and 139th Ave,Miami,Florida,26-Apr-17,25.77525637,-80.20885121
2500 block of Vernon Dr,Palm Bay,Florida,21-Apr-17,27.98605927,-80.66280174
700 block of East Jacob Street,Louisville,Kentucky,20-Apr-17,38.1780769,-85.6667077
110 Calhoun Street,Vallejo,California,16-Apr-17,38.1206275,-122.2666295
611 S Martin St,Elizabeth City,North Carolina,16-Apr-17,36.2942645,-76.2216531
1710 Cleveland Av,Columbus,Ohio,16-Apr-17,40.0008289,-82.9750344
311 W  2nd St,Rock Falls,Illinois,15-Apr-17,41.77330813,-89.69241657
300 block of S Meridian St,Indianapolis,Indiana,15-Apr-17,39.77710046,-86.14634767
1480 Center Point Pkwy,Birmingham,Alabama,15-Apr-17,32.63501642,-86.80937931
5900 block of Hammond Street,Philadelphia,Pennsylvania,15-Apr-17,40.00763806,-75.1339627
14600 block of Myrtle Avenue,Harvey,Illinois,15-Apr-17,41.60744719,-87.65228045
900 block of N Allen St,Banning,California,15-Apr-17,37.24004903,-119.5032355
30 Anderson Ave SW,Atlanta,Georgia,13-Apr-17,33.76265247,-84.4231419
3100 block of Fidelia Drive,San Antonio,Texas,9-Apr-17,31.53834907,-99.6497468
9439 Lima Rd,Fort Wayne,Indiana,9-Apr-17,41.08849204,-85.14358989
1423 29th Ave Dr NE,Hickory,North Carolina,7-Apr-17,35.7672474,-81.3047341
3829 Mount Pleasant St,Houston,Texas,7-Apr-17,29.7804724,-95.3863425
1600 block of English St,Saint Paul,Minnesota,7-Apr-17,46.36813604,-93.71317296
5600 block of W Lake St,Chicago,Illinois,7-Apr-17,41.83861021,-87.68661087
2000 block of Tulip St,Lake Charles,Louisiana,6-Apr-17,30.8956711,-91.67752985
1100 block of W Stiles St,Philadelphia,Pennsylvania,3-Apr-17,40.00763806,-75.1339627
5401 Ave Q,Lubbock,Texas,3-Apr-17,33.56662511,-101.8863357
3500 block of West Van Buren Street,Chicago,Illinois,2-Apr-17,41.83861021,-87.68661087
2500 Martin Luther King Jr. Parkway,Des Moines,Iowa,2-Apr-17,41.6168992,-93.6472858
100 block of Madoline Street,Pittsburg,California,1-Apr-17,38.01897413,-121.8970719
219 S Howard Ave,Tampa,Florida,1-Apr-17,27.96800236,-82.4763859
1200 block of N Woodward Avenue,Oklahoma City,Oklahoma,1-Apr-17,35.46760197,-97.51913834
2704 E 75th St,Chicago,Illinois,30-Mar-17,41.83861021,-87.68661087
209 Hays Dr,Sanford,Florida,27-Mar-17,28.7893022,-81.2817058
5619 Aldine Bender Rd,Houston,Texas,26-Mar-17,29.7804724,-95.3863425
4601 Kellogg Ave,Cincinnati,Ohio,26-Mar-17,39.0930526,-84.4283679
E 75th St,Cleveland,Ohio,26-Mar-17,41.47926574,-81.68021483
8443 Grand River Ave,Detroit,Michigan,25-Mar-17,41.93132091,-83.3292499
Minnesota Avenue,Knoxville,Tennessee,25-Mar-17,35.9708752,-83.9464787
E 79th St and Woodland Ave,Cleveland,Ohio,25-Mar-17,41.51121521,-81.56356397
300 block of South Villa Avenue,Fresno,California,24-Mar-17,36.7826736,-119.794492
5100 block of Palm St,Saint Louis,Missouri,24-Mar-17,38.30885939,-92.50820581
1133 E Grand Ave,Rothschild,Wisconsin,22-Mar-17,44.87608278,-89.61725267
1512 Portland Avenue,Louisville,Kentucky,19-Mar-17,38.2620287,-85.774895
16000 block of Rutherford,Detroit,Michigan,18-Mar-17,41.93132091,-83.3292499
2508 Pasadena Ave,Metairie,Louisiana,15-Mar-17,29.99764022,-90.17804761
123 E 51st St,Chicago,Illinois,10-Mar-17,41.83861021,-87.68661087
4200 block of Touro St,New Orleans (Gentilly),Louisiana,10-Mar-17,30.8956711,-91.67752985
West 76th Street and South May streets,Chicago,Illinois,7-Mar-17,41.83861021,-87.68661087
600 block of 32nd Street,Columbus,Georgia,5-Mar-17,32.5099615,-84.87704106
23rd and Bellview,Topeka,Kansas,4-Mar-17,39.03580584,-95.6956385
2500 block of 33rd St,Sacramento,California,4-Mar-17,38.56663215,-121.4682998
7165 Germantown Ave,Philadelphia,Pennsylvania,3-Mar-17,40.06018752,-75.19067107
8300 block of Trey Ave,Riverside,California,3-Mar-17,33.93812516,-117.3948458
1700 of Casey Drive,Cincinnati,Ohio,28-Feb-17,39.14291321,-84.50366914
11810 Fountain Way,Newport News,Virginia,27-Feb-17,37.08552697,-76.47165087
1700 block of Grant St,Gary,Indiana,26-Feb-17,41.59560282,-87.3452059
1564 Niles Cortland Rd SE,Warren,Ohio,25-Feb-17,41.23899134,-80.81849803
3604 Moncrief Rd,Jacksonville,Florida,25-Feb-17,30.3603164,-81.6765256
191 Genesee St,Rochester,New York,22-Feb-17,43.1463236,-77.6362896
16700 Lorain Ave,Cleveland,Ohio,21-Feb-17,41.4509636,-81.813961
Butts Road,Toomsuba,Mississippi,21-Feb-17,32.42669397,-88.5100102
1082 East 105th Street,Cleveland,Ohio,20-Feb-17,41.47926574,-81.68021483
Church Street and East Virginia Beach Blvd,Norfolk,Virginia,19-Feb-17,36.92334179,-76.24561422
1 block of N Conestoga,Philadelphia,Pennsylvania,18-Feb-17,40.00763806,-75.1339627
1000 block of Yukon St,South Bend,Indiana,18-Feb-17,41.67725366,-86.26911678
30 Soledad Street,Salinas,California,15-Feb-17,36.6787592,-121.6527391
3949 South Albany Avenue,Chicago,Illinois,15-Feb-17,41.83861021,-87.68661087
908 Truman Blvd,Caruthersville,Missouri,12-Feb-17,36.18146297,-89.66640481
253 South William Street,Newburgh,New York,12-Feb-17,41.49650453,-74.01917251
Church Ave and Obadiah St,Greenville,Florida,12-Feb-17,30.46683052,-83.6352528
Clifton Road and Midway Drive,Savannah,Tennessee,11-Feb-17,35.22104141,-88.23565846
100 block of North Mayfield,Chicago,Illinois,11-Feb-17,41.83861021,-87.68661087
2nd St and Dryades St,New Orleans,Louisiana,10-Feb-17,30.06880013,-89.9308814
3150 Robinson Road,Jackson,Mississippi,9-Feb-17,32.31702909,-90.21275137
16379 Euclid Ave,Cleveland,Ohio,8-Feb-17,41.47926574,-81.68021483
5500 block of Fairfield Road,Columbia,South Carolina,7-Feb-17,34.0297833,-80.8965664
25 Par Drive,Little Rock,Arkansas,7-Feb-17,34.72552519,-92.35834404
11th Street,Yazoo City,Mississippi,6-Feb-17,32.60010548,-89.72682633
1576 S White Station Rd,Memphis,Tennessee,31-Jan-17,35.0879367,-89.8904134
2900 block of Martin Luther King Jr Ave,Washington,District of Columbia,31-Jan-17,38.90477236,-77.01628888
5410 Lakeland Ave N,Minneapolis (Crystal),Minnesota,30-Jan-17,46.36813604,-93.71317296
6363 Hearne Ave,Shreveport,Louisiana,29-Jan-17,30.8956711,-91.67752985
221 Morgan St,Brownsville,Tennessee,27-Jan-17,35.58810404,-89.25745831
1510 Maryland Drive,Albany,Georgia,26-Jan-17,31.57760367,-84.17632408
500 block of E 75th St,Chicago,Illinois,25-Jan-17,41.83861021,-87.68661087
1800 block of W 63rd,Chicago (Englewood),Illinois,22-Jan-17,40.10756121,-89.1611563
200 block of Oak Shore Dr,Manvel,Texas,22-Jan-17,29.47617021,-95.35448477
2841 Greenbriar Pkwy SW,Atlanta,Georgia,22-Jan-17,33.6867742,-84.4977293
6510 Tara Blvd,Jonesboro,Georgia,21-Jan-17,33.52104092,-84.35433905
500 NE 2nd St,Boynton Beach,Florida,21-Jan-17,26.52822978,-80.08113178
500 block of Delta Road,Memphis,Tennessee,21-Jan-17,35.10520292,-89.97735447
Smart Road,Como,Mississippi,20-Jan-17,34.51343985,-89.93906889
4700 block of E Montecito Ave,Fresno,California,20-Jan-17,36.7826736,-119.794492
8535 Martin Luther King Boulevard,Houston,Texas,16-Jan-17,29.65892473,-95.33615253
6011 NW 32nd Ave,Miami,Florida,16-Jan-17,25.77525637,-80.20885121
County Road Y,Capulin,Colorado,15-Jan-17,37.28188559,-106.1049465
6000 block of Church Road,Magnolia,Mississippi,15-Jan-17,31.16194801,-90.46700056
8607 E 61st Terrace,Kansas City,Missouri,12-Jan-17,38.30885939,-92.50820581
500 block of Sunrise St,Salinas,California,12-Jan-17,36.68891743,-121.631812
Hawkins Street and Christie Street,Newark,New Jersey,11-Jan-17,40.72417185,-74.17242155
4200 block of S Talman,Chicago,Illinois,11-Jan-17,41.83861021,-87.68661087
2500 block of Churchill Ave,Flint,Michigan,7-Jan-17,43.02363394,-83.69206403
100 block of W Claremont St,Pasadena,California,6-Jan-17,34.15976348,-118.1389217
100 Terminal Dr,Fort Lauderdale,Florida,6-Jan-17,26.14083882,-80.1436977
14520 Village Drive,Fontana,California,4-Jan-17,34.0441914,-117.4862138
500 block of Hawthorne Drive,Allen,Texas,3-Jan-17,33.10880491,-96.6725949
114 North Greyer Street,Winstonville,Mississippi,1-Jan-17,33.91229227,-90.75288358
9220 Skillman Street,Dallas,Texas,1-Jan-17,32.9021858,-96.7143019
8000 block of NW 14th Ave,Miami,Florida,1-Jan-17,25.77525637,-80.20885121
